ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45809186,"16,138.00",503,TOYOTA,Aqua,2012,Sedan,Yes,Hybrid,1.5,118000 km,4,Automatic,Front,04-may,Left wheel,Yellow,4
45649508,"10,349.00",-,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,180000 km,4,Variator,Front,04-may,Left wheel,Silver,0
45731791,"39,750.00",1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,73357 km,4,Automatic,Front,04-may,Left wheel,White,4
45702696,"20,385.00",-,KIA,Optima,2012,Sedan,No,Hybrid,2.4,148000 km,4,Tiptronic,Front,04-may,Left wheel,Black,10
43930362,"18,189.00",645,TOYOTA,Camry,2011,Sedan,No,Petrol,1.8,140000 km,4,Automatic,Front,04-may,Left wheel,White,6
45794876,"10,349.00",-,MERCEDES-BENZ,S 430,2000,Sedan,Yes,Petrol,4.3,145000 km,8,Automatic,Rear,04-may,Left wheel,Golden,8
45732869,"15,681.00",891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,322292 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45781822,"19,444.00",697,VOLKSWAGEN,Passat,2015,Sedan,Yes,Petrol,1.8,35000 km,4,Tiptronic,Front,04-may,Left wheel,White,0
45798277,"11,290.00",765,SUBARU,Impreza,2015,Sedan,Yes,Petrol,2,55000 km,4,Tiptronic,Front,04-may,Left wheel,White,8
45798933,"17,562.00",934,NISSAN,Rogue,2015,Jeep,No,Petrol,2.5,95000 km,4,Automatic,4x4,04-may,Left wheel,Silver,0
45781876,"32,929.00",-,TOYOTA,Land Cruiser 100,2001,Jeep,No,Diesel,4.2 Turbo,30300 km,6,Manual,4x4,04-may,Left wheel,White,4
45779686,"14,113.00",-,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,139000 km,4,Automatic,Front,04-may,Left wheel,Silver,12
45766042,"13,015.00",830,FORD,Escape,2019,Sedan,Yes,Petrol,1.5,4309 km,4,Automatic,Front,04-may,Left wheel,White,12
45490565,"44,500.00",1277,MITSUBISHI,Outlander,2018,Jeep,Yes,Petrol,2.4,12345 km,4,Tiptronic,4x4,04-may,Left wheel,Black,12
45797884,"18,240.00",583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,119921 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45730869,"43,868.00",730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,42819 km,4,Automatic,Front,04-may,Left wheel,Black,4
45541280,"24,462.00",-,HYUNDAI,Veloster Turbo,2016,Hatchback,Yes,Petrol,1.6 Turbo,77000 km,4,Manual,Front,02-mar,Left wheel,Golden,8
43840539,"10,349.00",-,NISSAN,X-Terra,2005,Jeep,No,Petrol,4,313600 km,6,Manual,4x4,04-may,Left wheel,Black,4
45754124,"21,012.00",-,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,78000 km,4,Variator,Front,04-may,Left wheel,Red,7
45742008,"11,604.00",502,HONDA,FIT,2013,Sedan,No,Petrol,1.5,47000 km,4,Tiptronic,Front,04-may,Left wheel,Blue,12
45676760,"19,757.00",585,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,195000 km,4,Automatic,Front,04-may,Left wheel,Black,12
45542725,"10,506.00",730,NISSAN,Versa,2016,Sedan,No,Petrol,1.6,71069 km,4,Automatic,Front,04-may,Left wheel,Black,6
45290766,"17,249.00",-,FORD,Focus,2013,Hatchback,Yes,Petrol,2,152000 km,4,Tiptronic,Front,04-may,Left wheel,Black,8
41770767,"11,917.00",-,NISSAN,Murano,2004,Jeep,Yes,CNG,3.5,233600 km,6,Variator,4x4,04-may,Left wheel,Silver,6
45796874,"23,414.00",779,HYUNDAI,H1,2013,Universal,Yes,Diesel,2.5,193881 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45770552,"10,976.00",-,FORD,Mustang,2005,Coupe,No,Petrol,4,124000 km,6,Automatic,Rear,02-mar,Left wheel,Carnelian red,6
45815414,"12,858.00",518,TOYOTA,Camry,2016,Sedan,Yes,Hybrid,2.5,67429 km,4,Automatic,Front,04-may,Left wheel,Golden,12
45783711,"15,681.00",-,MERCEDES-BENZ,ML 500,2004,Jeep,Yes,LPG,5,299200 km,8,Automatic,4x4,04-may,Left wheel,Black,8
45765658,"31,047.00",1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,132349 km,6,Automatic,4x4,04-may,Left wheel,Grey,12
45491649,"21,326.00",-,MERCEDES-BENZ,E 320 bluetec,2007,Sedan,Yes,Diesel,3.0 Turbo,272000 km,6,Tiptronic,Rear,04-may,Left wheel,White,12
45803838,"44,517.00",1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,66067 km,4,Automatic,Front,04-may,Left wheel,White,4
45792372,"35,900.00",640,MERCEDES-BENZ,CLA 250,2013,Sedan,Yes,Petrol,2.0 Turbo,97000 km,4,Tiptronic,Front,04-may,Left wheel,Black,12
45804463,"27,654.00",640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,118409 km,4,Automatic,Front,04-may,Left wheel,Red,4
45797654,"20,005.00",583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,129013 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45788429,"16,935.00",1195,FORD,Transit,2008,Microbus,No,Diesel,2.2 Turbo,182320 km,4,Manual,Front,04-may,Left wheel,White,4
45732761,"16,308.00",640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,194210 km,4,Automatic,Front,04-may,Left wheel,Black,4
45776713,"26,657.00",-,BMW,535,2009,Sedan,Yes,Petrol,3.0 Turbo,163000 km,6,Tiptronic,4x4,04-may,Left wheel,Blue,8
45789911,"22,580.00",889,KIA,Optima,2016,Sedan,Yes,Petrol,2,62876 km,4,Automatic,Front,04-may,Left wheel,White,4
45389240,"26,971.00",-,CHEVROLET,Volt PREMIER,2013,Sedan,Yes,Plug-in Hybrid,1.4,129000 km,4,Automatic,Front,04-may,Left wheel,Grey,8
45794372,"15,681.00",-,TOYOTA,Prius,2010,Hatchback,Yes,LPG,1.8,360000 km,4,Variator,Front,04-may,Left wheel,Blue,4
45687311,"16,308.00",645,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,158836 km,4,Automatic,Front,04-may,Left wheel,Beige,12
45804459,"49,864.00",1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,82021 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45740821,"13,172.00",707,DODGE,Caliber,2011,Hatchback,No,Petrol,2,89000 km,4,Automatic,Front,04-may,Left wheel,White,0
45774650,"15,053.00",738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4,0 km,4,Automatic,Front,04-may,Left wheel,White,0
45797256,"14,166.00",531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,170713 km,4,Automatic,Front,04-may,Left wheel,White,4
45797528,"36,231.00",1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,182541 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45782048,"15,367.00",-,SUZUKI,SJ 413 Samurai,1996,Jeep,No,Petrol,1.3,75000 km,4,Manual,4x4,02-mar,Right-hand drive,Grey,0
45755802,"19,444.00",-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,1888000 km,4,Variator,Front,04-may,Left wheel,White,10
45809256,"32,973.00",639,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2,130791 km,4,Automatic,Front,04-may,Left wheel,White,4
45812490,"32,615.00",639,BMW,320,2014,Sedan,Yes,Petrol,2.0 Turbo,59733 km,4,Tiptronic,Rear,04-may,Left wheel,Black,12
45809324,"39,189.00",831,HONDA,FIT,2018,Hatchback,Yes,Petrol,1.5,6213 km,4,Automatic,Front,04-may,Left wheel,Blue,4
45773743,"12,388.00",1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530 km,6,Automatic,4x4,04-may,Left wheel,Black,12
45758703,"14,113.00",-,FORD,Fiesta,2013,Hatchback,No,Petrol,1.6,89000 km,4,Automatic,Front,04-may,Left wheel,Blue,9
45804274,"24,681.00",707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,135691 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45797351,"26,594.00",777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,179918 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45653392,"11,290.00",690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,59858 km,6,Automatic,Front,04-may,Left wheel,Silver,12
45761845,"11,917.00",-,HONDA,FIT,2010,Hatchback,No,Petrol,1.5,206400 km,4,Tiptronic,Front,04-may,Left wheel,Grey,6
45732863,"15,681.00",891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,265917 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45491643,"18,817.00",-,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,116800 km,4,Tiptronic,Rear,04-may,Left wheel,White,0
45802365,"14,897.00",862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,54862 km,4,Automatic,Front,04-may,Left wheel,Yellow,4
45651968,"28,222.00",-,MERCEDES-BENZ,Vito 115 CDI,2005,Minivan,No,Diesel,2.2 Turbo,308050 km,4,Manual,Rear,04-may,Left wheel,Silver,4
45388108,"20,385.00",-,VOLKSWAGEN,Routan SEL,2010,Minivan,Yes,Petrol,4,123200 km,6,Automatic,Front,04-may,Left wheel,Black,4
45805935,"16,621.00",-,GAZ,21 3.0,2001,Sedan,Yes,Petrol,3.0 Turbo,135000 km,6,Tiptronic,Front,04-may,Left wheel,White,7
44706310,"16,621.00",1185,TOYOTA,Camry,2009,Sedan,No,Petrol,2.5,60250 km,4,Tiptronic,Front,04-may,Left wheel,Red,16
45802325,"37,125.00",1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,168645 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45591107,"14,740.00",-,FORD,Focus SE,2013,Hatchback,Yes,Petrol,1.5,197000 km,4,Manual,Front,04-may,Left wheel,Black,2
45725013,"20,005.00",707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,107479 km,4,Automatic,Front,04-may,Left wheel,White,4
45797183,"43,143.00",1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,35168 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45771443,"22,580.00",1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930 km,4,Automatic,Rear,04-may,Left wheel,Black,12
45766287,"49,237.00",1342,TOYOTA,Tacoma,2017,Jeep,Yes,Petrol,2.7,94262 km,4,Automatic,Rear,04-may,Left wheel,White,12
45801499,"18,503.00",1211,MERCEDES-BENZ,C 300,2010,Sedan,Yes,Petrol,3,12200 km,6,Tiptronic,Rear,04-may,Left wheel,White,8
45610241,"26,030.00",-,LAND ROVER,Land Rover Sport,2007,Jeep,Yes,Diesel,2.7 Turbo,200000 km,6,Tiptronic,4x4,04-may,Left wheel,Black,4
45810265,"27,190.00",639,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,2,57870 km,4,Automatic,Front,04-may,Left wheel,White,4
45802779,"13,962.00",836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,259385 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45810521,"24,415.00",640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,40299 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45760164,"31,988.00",1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8,Automatic,4x4,04-may,Left wheel,White,0
45352402,"26,657.00",-,MINI,Countryman S,2013,Jeep,Yes,Petrol,1.6 Turbo,124800 km,4,Tiptronic,4x4,04-may,Left wheel,Black,6
41645702,"42,024.00",-,TOYOTA,Prius,2016,Hatchback,No,Petrol,1.8,83000 km,4,Automatic,Front,04-may,Left wheel,Grey,12
45808911,"11,851.00",531,CHEVROLET,Aveo,2012,Hatchback,Yes,Petrol,1.6,50000 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45802362,"15,063.00",1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,52717 km,4,Automatic,Front,04-may,Left wheel,Black,4
45809648,"18,817.00",1275,KIA,Sportage,2019,Jeep,Yes,Petrol,2.4,18206 km,4,Automatic,4x4,04-may,Left wheel,Black,12
45805880,"14,426.00",-,MITSUBISHI,Outlander,2005,Jeep,No,Petrol,2.4,164000 km,4,Tiptronic,4x4,04-may,Right-hand drive,Black,2
45797429,"11,133.00",-,TOYOTA,Ist,2005,Hatchback,No,LPG,1.5,137000 km,4,Automatic,Front,04-may,Right-hand drive,Black,2
45514424,"10,349.00",1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,131000 km,4,Automatic,Front,04-may,Right-hand drive,Black,6
45682464,"11,604.00",562,CHEVROLET,Cruze,2015,Sedan,No,Petrol,1.4,76000 km,4,Automatic,Front,04-may,Left wheel,Blue,0
45590050,"31,361.00",-,MERCEDES-BENZ,Sprinter,2004,Microbus,Yes,Diesel,2.7 Turbo,200000 km,5,Manual,Rear,02-mar,Left wheel,White,2
45675730,"10,976.00",-,MERCEDES-BENZ,E 320,2000,Sedan,Yes,CNG,3.2,0 km,6,Tiptronic,Rear,04-may,Left wheel,Silver,6
45649863,"13,956.00",603,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6,Automatic,4x4,04-may,Left wheel,Black,12
45770099,"23,521.00",1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,140966 km,6,Automatic,4x4,04-may,Left wheel,Black,12
45172948,"11,917.00",-,JEEP,Grand Cherokee special e,2004,Jeep,Yes,LPG,4,363200 km,6,Automatic,4x4,04-may,Left wheel,Blue,4
45802248,"35,570.00",777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,32000 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45729974,"43,576.00",831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,42891 km,4,Automatic,Front,04-may,Left wheel,Red,4
45808214,"42,000.00",-,MERCEDES-BENZ,Sprinter,2010,Microbus,Yes,Diesel,2.7 Turbo,300000 km,4,Manual,Rear,>5,Left wheel,White,2
45797786,"19,121.00",531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,112243 km,4,Automatic,Front,04-may,Left wheel,White,4
45573400,"24,775.00",441,KIA,Optima,2015,Sedan,Yes,Hybrid,2.4,87890 km,4,Tiptronic,Front,04-may,Left wheel,Black,6
45768921,"15,367.00",552,HONDA,FIT,2011,Hatchback,No,Petrol,1.5,120000 km,4,Automatic,Front,04-may,Left wheel,Grey,6
45770496,"14,113.00",-,NISSAN,Fuga,2008,Sedan,Yes,Petrol,3.5,165000 km,6,Tiptronic,Rear,04-may,Right-hand drive,Green,8
45796570,"26,971.00",-,BMW,335 D,2011,Sedan,Yes,Diesel,3.0 Turbo,250000 km,6,Tiptronic,Front,04-may,Left wheel,Black,6
45498878,"25,089.00",639,HYUNDAI,Sonata Sport,2014,Sedan,Yes,Petrol,2.0 Turbo,86400 km,4,Tiptronic,Front,04-may,Left wheel,Orange,12
45730855,"15,289.00",836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,115363 km,4,Automatic,Front,04-may,Left wheel,Red,4
45797900,"16,308.00",-,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,12800 km,4,Automatic,Front,04-may,Right-hand drive,White,4
45797438,"10,976.00",790,HYUNDAI,I30,2009,Sedan,Yes,Petrol,1.6,79027 km,4,Automatic,Front,04-may,Left wheel,Black,4
45792064,"18,817.00",-,MERCEDES-BENZ,Sprinter,2005,Microbus,No,Diesel,2.7 Turbo,22700 km,6,Tiptronic,Rear,04-may,Left wheel,White,2
45804439,"22,357.00",836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,214639 km,4,Automatic,Front,04-may,Left wheel,Black,4
45809176,"13,203.00",527,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.3,137533 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45770452,"33,870.00",1252,AUDI,A8,2012,Sedan,Yes,Petrol,4.2,200000 km,8,Automatic,4x4,04-may,Left wheel,Black,10
45797129,"17,553.00",966,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2,120219 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45816474,"10,036.00",-,BMW,X5,2002,Sedan,Yes,Petrol,3.0 Turbo,321430 km,6,Automatic,4x4,04-may,Left wheel,Grey,8
45804210,"18,033.00",530,MINI,Countryman,2013,Jeep,Yes,Petrol,1.6,132678 km,4,Manual,Front,04-may,Left wheel,Black,10
44919213,"20,385.00",-,PORSCHE,Cayenne,2008,Jeep,Yes,Petrol,4.8,260000 km,8,Tiptronic,4x4,04-may,Left wheel,Black,12
45800988,"21,953.00",585,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,105600 km,4,Automatic,Front,04-may,Left wheel,Black,10
45775579,"49,174.00",-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,199450 km,4,Variator,Front,04-may,Right-hand drive,White,4
45726660,"25,889.00",707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,85000 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45731119,"30,784.00",777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,136711 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45812918,"10,663.00",642,FORD,Focus,2012,Hatchback,No,Petrol,2,160000 km,4,Tiptronic,Front,04-may,Left wheel,Black,8
45809471,"10,873.00",502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,154000 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45802348,"18,654.00",862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,69624 km,4,Automatic,Front,04-may,Left wheel,Black,4
45189258,"14,740.00",-,TOYOTA,Prius,2010,Hatchback,Yes,Petrol,1.8,120000 km,4,Variator,Front,04-may,Left wheel,Black,6
43073558,"15,681.00",-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,117000 km,4,Variator,Front,04-may,Right-hand drive,Silver,4
45797203,"21,103.00",730,HYUNDAI,Elantra,2016,Sedan,Yes,Diesel,1.6,91314 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45813224,"10,663.00",915,AUDI,Q7,2014,Jeep,Yes,Diesel,3,98803 km,6,Automatic,4x4,04-may,Left wheel,Grey,0
45791035,"28,225.00",777,TOYOTA,RAV 4,2014,Jeep,Yes,Petrol,2.5,116442 km,4,Automatic,4x4,04-may,Left wheel,Grey,0
45778228,"13,485.00",-,AUDI,A6,2008,Sedan,Yes,Petrol,3.2,268800 km,6,Tiptronic,4x4,04-may,Left wheel,Silver,8
44961447,"14,740.00",-,TOYOTA,Corolla,2007,Sedan,No,Petrol,1.6,179000 km,4,Tiptronic,Front,04-may,Left wheel,Grey,0
45801333,"22,580.00",650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,64000 km,4,Tiptronic,Front,04-may,Left wheel,White,8
45759951,"15,367.00",503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,202000 km,4,Variator,Front,04-may,Left wheel,Black,0
45442562,"39,201.00",-,BMW,740,2010,Sedan,Yes,Petrol,3,158000 km,6,Tiptronic,Rear,04-may,Left wheel,Grey,12
45655793,"11,917.00",690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,59858 km,6,Automatic,Front,04-may,Left wheel,Silver,12
45725746,"14,069.00",707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,209900 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45262642,"20,855.00",1051,MITSUBISHI,Outlander,2016,Jeep,No,Petrol,2.4,68985 km,4,Automatic,Front,04-may,Left wheel,Silver,0
45797032,"18,817.00",583,NISSAN,Juke,2011,Jeep,No,Petrol,1.6 Turbo,126117 km,4,Tiptronic,Front,04-may,Left wheel,Brown,0
45803915,"21,972.00",642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,162957 km,4,Automatic,Front,04-may,Left wheel,White,4
45790884,"10,349.00",-,NISSAN,X-Trail,2004,Jeep,Yes,CNG,2,167000 km,4,Automatic,4x4,04-may,Right-hand drive,Black,6
45803317,"21,918.00",891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,19088 km,4,Automatic,Front,04-may,Left wheel,White,4
45730647,"44,003.00",880,SSANGYONG,Actyon,2018,Jeep,Yes,Petrol,1.6,24372 km,4,Automatic,Front,04-may,Left wheel,Blue,4
45797069,"17,249.00",-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,171000 km,4,Variator,Front,04-may,Left wheel,Pink,10
45699475,"17,562.00",-,BMW,X5,2005,Jeep,Yes,LPG,3,71000 km,6,Tiptronic,4x4,04-may,Right-hand drive,Silver,10
45803184,"10,036.00",639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,493905 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45807578,"11,290.00",-,MERCEDES-BENZ,C 200,2001,Sedan,No,Petrol,2,195000 km,4,Manual,Front,04-may,Left wheel,Silver,6
45803453,"15,367.00",765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,409910 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45732673,"15,035.00",836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,193953 km,4,Automatic,Front,04-may,Left wheel,Silver,4
43884859,"21,639.00",586,TOYOTA,Prius V,2012,Universal,Yes,Hybrid,1.8,198000 km,4,Automatic,Front,04-may,Left wheel,White,8
45802885,"25,365.00",911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,149046 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45796657,"14,113.00",-,MERCEDES-BENZ,E 500,2003,Sedan,Yes,Petrol,5,130000 km,8,Tiptronic,Front,04-may,Left wheel,Black,12
45786649,"10,349.00",843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,120000 km,4,Automatic,Front,04-may,Left wheel,Blue,7
45781758,"10,036.00",-,AUDI,A4,2002,Sedan,Yes,Petrol,1.8 Turbo,324000 km,4,Tiptronic,4x4,04-may,Left wheel,Silver,4
45777471,"12,544.00",-,MERCEDES-BENZ,B 170,2006,Hatchback,No,LPG,1.7,109000 km,4,Tiptronic,Front,04-may,Right-hand drive,White,8
45801513,"15,035.00",583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,174391 km,4,Automatic,Front,04-may,Left wheel,White,4
45728707,"35,338.00",640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,142000 km,4,Automatic,Front,04-may,Left wheel,White,4
45803834,"29,777.00",765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,66000 km,4,Automatic,Front,04-may,Left wheel,White,4
45802887,"44,247.00",891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,148633 km,4,Automatic,Front,04-may,Left wheel,White,4
45794162,"15,681.00",-,MERCEDES-BENZ,ML 350 ML350,2004,Jeep,Yes,Petrol,3.7,238078 km,6,Tiptronic,4x4,04-may,Left wheel,Black,12
45780585,"23,521.00",1586,NISSAN,Pathfinder SE,2010,Jeep,Yes,Petrol,4,168000 km,6,Tiptronic,4x4,04-may,Left wheel,Silver,12
45528570,"27,284.00",934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,80000 km,4,Automatic,Front,04-may,Left wheel,Black,8
45809359,"17,813.00",447,HONDA,FIT,2013,Universal,Yes,Petrol,1.3,68614 km,4,Automatic,Front,04-may,Left wheel,Black,4
45780107,"10,663.00",-,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.5,210000 km,4,Variator,Front,04-may,Left wheel,Green,4
45804114,"11,447.00",986,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,11111 km,4,Variator,Front,04-may,Left wheel,Silver,12
45764479,"10,976.00",-,FORD,Transit,1999,Microbus,No,Diesel,2.5,241000 km,4,Manual,Rear,02-mar,Left wheel,White,2
45649806,"43,278.00",1514,LEXUS,GX 460,2011,Jeep,Yes,Petrol,4.6,160138 km,8,Automatic,4x4,04-may,Left wheel,White,0
45803036,"41,553.00",891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,142040 km,4,Automatic,Front,04-may,Left wheel,Black,4
45804325,"24,123.00",836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,138185 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45798191,"11,992.00",1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,128354 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45776294,"21,953.00",690,FORD,Fusion,2016,Sedan,No,Petrol,1.5 Turbo,91200 km,4,Tiptronic,Front,04-may,Left wheel,Carnelian red,8
45798303,"18,817.00",730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,32595 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45779282,"32,302.00",-,AUDI,Q5,2011,Hatchback,Yes,Petrol,2,148000 km,4,Tiptronic,4x4,04-may,Left wheel,Blue,8
45804412,"42,551.00",877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,81070 km,4,Automatic,Front,04-may,Left wheel,White,4
45797561,"20,266.00",528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,138598 km,4,Automatic,Front,04-may,Left wheel,White,4
45802278,"16,778.00",862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,45984 km,4,Automatic,Front,04-may,Left wheel,White,4
45780702,"20,385.00",-,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,114458 km,4,Variator,Front,04-may,Left wheel,Silver,6
44662044,"17,562.00",-,FIAT,500 Abarth áƒ¢áƒ£áƒ áƒ‘áƒ,2012,Sedan,No,Petrol,1.4 Turbo,100000 km,6,Manual,Front,02-mar,Left wheel,Grey,6
45805051,"35,124.00",1017,AUDI,Q5,2017,Jeep,Yes,Petrol,2,0 km,4,Automatic,4x4,04-may,Left wheel,White,0
45804415,"26,591.00",2108,LEXUS,LS 460,2009,Sedan,Yes,Petrol,4.6,132022 km,4,Automatic,Front,04-may,Left wheel,Silver,4
45804528,"19,707.00",836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,232801 km,4,Automatic,Front,04-may,Left wheel,Grey,4
45540661,"16,500.00",585,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,91373 km,4,Automatic,Front,04-may,Left wheel,Sky blue,8
45481285,"21,953.00",-,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6 Turbo,91000 km,4,Automatic,4x4,04-may,Left wheel,Grey,4
45779824,"10,349.00",-,TOYOTA,Matrix XR,2003,Hatchback,No,LPG,1.8,190400 km,4,Automatic,Front,04-may,Left wheel,Silver,8
45760292,"32,929.00",-,BMW,535,2012,Sedan,Yes,Petrol,3.0 Turbo,152000 km,6,Tiptronic,Rear,04-may,Left wheel,Black,8
45779026,"11,604.00",-,FORD,Transit,1998,Microbus,No,Diesel,2.5,12345 km,4,Manual,Rear,04-may,Left wheel,White,2
45794824,"26,030.00",-,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,61257 km,4,Tiptronic,Front,04-may,Left wheel,Grey,10
45809649,"13,877.00",585,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.8,95112 km,4,Automatic,Front,04-may,Left wheel,White,4
